Gameday;BetsPlaced;Wins;Losses;TotalProfit;TotalInvested;ROI;Winrate;CumulativeProfit;CumulativeInvested;CumulativeBets;CumulativeWins;CumulativeROI;CumulativeWinrate
9;7;4;3;-4.899999999999999;70.7;-0.06930693069306929;0.5714285714285714;-4.899999999999999;70.7;7;4;-0.06930693069306929;0.5714285714285714
10;8;5;3;-1.0739999999999998;87.21;-0.012315101479188165;0.625;-5.973999999999998;157.91;15;9;-0.03783167627129377;0.6
11;8;2;6;-43.7492;82.83;-0.5281806108897743;0.25;-49.7232;240.74;23;11;-0.20654315859433411;0.4782608695652174
12;7;4;3;-4.248299999999998;71.88;-0.059102671118530854;0.5714285714285714;-53.9715;312.62;30;15;-0.17264250527797326;0.5
13;6;5;1;35.4279;64.59;0.5485044124477473;0.8333333333333334;-18.543599999999998;377.21000000000004;36;20;-0.0491598844145171;0.5555555555555556
14;6;4;2;0.10880000000000134;64.51;0.0016865602232212266;0.6666666666666666;-18.434799999999996;441.72;42;24;-0.04173413021823778;0.5714285714285714
15;5;4;1;61.951499999999996;51.31;1.2073962190606118;0.8;43.5167;493.03000000000003;47;28;0.08826379733484778;0.5957446808510638
16;6;3;3;6.691800000000002;63.51;0.10536608408124709;0.5;50.2085;556.5400000000001;53;31;0.09021543824343263;0.5849056603773585
17;5;4;1;56.9842;50.14;1.1365017949740726;0.8;107.1927;606.6800000000001;58;35;0.17668738049713192;0.603448275862069
18;8;3;5;5.5;80.0;0.06875;0.375;112.6927;686.6800000000001;66;38;0.16411239587580823;0.5757575757575758
19;8;3;5;-5.002599999999999;87.41;-0.05723143805056629;0.375;107.6901;774.09;74;41;0.13911831957524318;0.5540540540540541
20;6;3;3;5.9552;62.08;0.09592783505154638;0.5;113.6453;836.1700000000001;80;44;0.1359117165169762;0.55
21;6;1;5;-19.07;62.07;-0.30723376832608346;0.16666666666666666;94.5753;898.2400000000001;86;45;0.10528956626291412;0.5232558139534884
22;7;3;4;-14.695699999999999;75.98;-0.1934153724664385;0.42857142857142855;79.8796;974.2200000000001;93;48;0.08199338958346163;0.5161290322580645
23;7;3;4;-8.179700000000004;71.63;-0.11419377355856491;0.42857142857142855;71.69989999999999;1045.8500000000001;100;51;0.06855658077162115;0.51
24;6;2;4;-29.523;66.57;-0.4434880576836413;0.3333333333333333;42.17689999999999;1112.42;106;53;0.03791454666402976;0.5
25;5;3;2;6.6526;55.120000000000005;0.12069303338171261;0.6;48.82949999999999;1167.54;111;56;0.04182254997687444;0.5045045045045045
26;7;3;4;-9.371299999999998;81.61;-0.11483029040558752;0.42857142857142855;39.45819999999999;1249.1499999999999;118;59;0.03158803986710963;0.5
27;4;2;2;-4.4825;40.25;-0.11136645962732919;0.5;34.97569999999999;1289.3999999999999;122;61;0.02712556227702807;0.5
28;4;2;2;29.4625;42.769999999999996;0.6888590133270984;0.5;64.4382;1332.1699999999998;126;63;0.0483708535697396;0.5
29;3;2;1;11.0338;32.97;0.334661813770094;0.6666666666666666;75.472;1365.1399999999999;129;65;0.05528517221676898;0.5038759689922481
30;4;3;1;12.3;40.0;0.3075;0.75;87.77199999999999;1405.1399999999999;133;68;0.062464950111732635;0.5112781954887218
31;2;2;0;18.140900000000002;22.89;0.7925251201397991;1.0;105.9129;1428.03;135;70;0.07416713934581207;0.5185185185185185
32;3;1;2;-13.799999999999999;30.0;-0.45999999999999996;0.3333333333333333;92.1129;1458.03;138;71;0.0631762720931668;0.5144927536231884
33;3;3;0;18.9424;33.44;0.5664593301435407;1.0;111.05529999999999;1491.47;141;74;0.07446029755878428;0.524822695035461
34;4;2;2;-11.1484;41.95;-0.2657544696066746;0.5;99.9069;1533.42;145;76;0.06515299135266267;0.5241379310344828
