Gameday;BetsPlaced;Wins;Losses;TotalProfit;TotalInvested;ROI;Winrate;CumulativeProfit;CumulativeInvested;CumulativeBets;CumulativeWins;CumulativeROI;CumulativeWinrate
9;7;5;2;10.186700000000004;79.55;0.1280540540540541;0.7142857142857143;10.186700000000004;79.55;7;5;0.1280540540540541;0.7142857142857143
10;8;5;3;60.1124;83.83;0.7170750328044853;0.625;70.29910000000001;163.38;15;10;0.4302797159995104;0.6666666666666666
11;6;5;1;39.379000000000005;66.65;0.5908327081770443;0.8333333333333334;109.67810000000001;230.03;21;15;0.47679911315915324;0.7142857142857143
12;7;3;4;-33.96;76.75999999999999;-0.4424179260031267;0.42857142857142855;75.71810000000002;306.78999999999996;28;18;0.2468075882525507;0.6428571428571429
13;7;3;4;-15.898000000000001;74.76;-0.2126538255751739;0.42857142857142855;59.82010000000002;381.54999999999995;35;21;0.15678181103394057;0.6
14;3;1;2;-7.912700000000001;34.18;-0.231500877706261;0.3333333333333333;51.90740000000002;415.72999999999996;38;22;0.12485844177711501;0.5789473684210527
15;8;6;2;31.209;82.32;0.3791180758017493;0.75;83.11640000000001;498.04999999999995;46;28;0.16688364622025906;0.6086956521739131
16;7;6;1;20.863699999999994;74.07;0.28167544214931817;0.8571428571428571;103.98010000000001;572.1199999999999;53;34;0.18174526323148996;0.6415094339622641
17;9;1;8;-81.69;97.49;-0.8379320955995487;0.1111111111111111;22.29010000000001;669.6099999999999;62;35;0.03328818267349653;0.5645161290322581
18;7;3;4;-27.29;73.19;-0.37286514551168193;0.42857142857142855;-4.99989999999999;742.8;69;38;-0.006731152396338166;0.5507246376811594
19;7;1;6;-59.82;76.32000000000001;-0.7838050314465408;0.14285714285714285;-64.81989999999999;819.12;76;39;-0.07913358238109189;0.5131578947368421
20;7;4;3;7.084399999999999;70.55000000000001;0.10041672572643512;0.5714285714285714;-57.73549999999999;889.6700000000001;83;43;-0.06489541065788436;0.5180722891566265
21;5;2;3;-16.9851;52.29;-0.32482501434308664;0.4;-74.72059999999999;941.96;88;45;-0.07932459977069088;0.5113636363636364
22;8;2;6;-49.3;80.0;-0.61625;0.25;-124.02059999999999;1021.96;96;47;-0.12135563035735253;0.4895833333333333
23;4;3;1;8.694499999999998;40.269999999999996;0.21590514030295502;0.75;-115.3261;1062.23;100;50;-0.10856980126714554;0.5
24;8;4;4;-1.213499999999998;85.61;-0.014174745940894733;0.5;-116.5396;1147.84;108;54;-0.10152948146083078;0.5
25;6;2;4;-25.696200000000005;62.60000000000001;-0.410482428115016;0.3333333333333333;-142.23579999999998;1210.4399999999998;114;56;-0.11750751792736526;0.49122807017543857
26;9;6;3;23.731299999999997;97.15;0.24427483273288725;0.6666666666666666;-118.50449999999998;1307.59;123;62;-0.0906281785574989;0.5040650406504065
27;8;3;5;-33.894800000000004;84.18;-0.4026467094321692;0.375;-152.39929999999998;1391.77;131;65;-0.10950034847711905;0.4961832061068702
28;9;3;6;-44.063900000000004;101.03999999999999;-0.43610352335708635;0.3333333333333333;-196.46319999999997;1492.81;140;68;-0.13160629952907602;0.4857142857142857
29;7;2;5;-44.7614;76.92;-0.5819214768590744;0.2857142857142857;-241.22459999999998;1569.73;147;70;-0.1536726698221987;0.47619047619047616
30;8;6;2;23.236;87.84;0.2645264116575592;0.75;-217.9886;1657.57;155;76;-0.131510946747347;0.49032258064516127
31;8;3;5;-26.050900000000002;89.14;-0.2922470271483061;0.375;-244.0395;1746.71;163;79;-0.139713804810186;0.48466257668711654
32;7;4;3;-1.0716000000000028;74.25;-0.01443232323232327;0.5714285714285714;-245.1111;1820.96;170;83;-0.13460542790615937;0.48823529411764705
33;7;3;4;-17.568499999999997;72.24;-0.24319629014396454;0.42857142857142855;-262.6796;1893.2;177;86;-0.13874899640819777;0.4858757062146893
34;6;3;3;-10.7385;62.6;-0.17154153354632587;0.5;-273.4181;1955.8;183;89;-0.13979859903875652;0.48633879781420764
