Gameday;BetsPlaced;Wins;Losses;TotalProfit;TotalInvested;ROI;Winrate;CumulativeProfit;CumulativeInvested;CumulativeBets;CumulativeWins;CumulativeROI;CumulativeWinrate
9;4;4;0;29.119999999999997;41.12;0.7081712062256809;1.0;29.119999999999997;41.12;4;4;0.7081712062256809;1.0
10;7;6;1;26.426000000000002;75.21;0.35136285068474943;0.8571428571428571;55.546;116.32999999999998;11;10;0.47748646093011266;0.9090909090909091
11;9;5;4;6.113899999999996;97.08;0.06297795632468063;0.5555555555555556;61.65989999999999;213.40999999999997;20;15;0.2889269481280165;0.75
12;9;3;6;-42.18429999999999;99.51000000000002;-0.4239202090242185;0.3333333333333333;19.4756;312.91999999999996;29;18;0.062238271762750874;0.6206896551724138
13;7;7;0;61.219699999999996;72.48;0.84464266004415;1.0;80.6953;385.4;36;25;0.20938064348728597;0.6944444444444444
14;4;3;1;8.982800000000001;45.57;0.19712091288128156;0.75;89.6781;430.96999999999997;40;28;0.20808432141448363;0.7
15;5;2;3;-4.4;50.0;-0.08800000000000001;0.4;85.2781;480.96999999999997;45;30;0.17730440568018796;0.6666666666666666
16;7;4;3;5.162699999999997;76.75;0.06726644951140062;0.5714285714285714;90.4408;557.72;52;34;0.16216165817973174;0.6538461538461539
17;7;6;1;84.67020000000001;71.94;1.1769557964970812;0.8571428571428571;175.111;629.6600000000001;59;40;0.27810405615729117;0.6779661016949152
18;5;3;2;19.181600000000003;56.230000000000004;0.3411275120042682;0.6;194.2926;685.8900000000001;64;43;0.2832707868608669;0.671875
19;9;6;3;56.8313;103.78999999999999;0.547560458618364;0.6666666666666666;251.1239;789.6800000000001;73;49;0.318007167460237;0.6712328767123288
20;6;5;1;41.494299999999996;65.85;0.6301336370539103;0.8333333333333334;292.6182;855.5300000000001;79;54;0.34203148925227633;0.6835443037974683
21;5;1;4;-34.85;55.65;-0.6262353998203055;0.2;257.7682;911.1800000000001;84;55;0.28289492745670447;0.6547619047619048
22;5;4;1;22.8943;51.59;0.44377398720682304;0.8;280.66249999999997;962.7700000000001;89;59;0.2915156267852134;0.6629213483146067
23;6;1;5;-49.58;65.48;-0.7571777642028099;0.16666666666666666;231.08249999999998;1028.25;95;60;0.2247337709700948;0.631578947368421
24;6;3;3;21.125000000000004;63.13;0.33462696024077304;0.5;252.20749999999998;1091.38;101;63;0.23109045428723263;0.6237623762376238
25;6;2;4;-26.4574;61.21000000000001;-0.432239830093122;0.3333333333333333;225.75009999999997;1152.5900000000001;107;65;0.19586331653059627;0.6074766355140186
26;9;4;5;-6.948;92.53999999999999;-0.0750810460341474;0.4444444444444444;218.80209999999997;1245.13;116;69;0.17572630970260128;0.5948275862068966
27;7;5;2;38.486399999999996;78.03;0.4932256824298346;0.7142857142857143;257.28849999999994;1323.16;123;74;0.1944500287191269;0.6016260162601627
28;4;2;2;2.3701999999999988;44.86;0.052835488185465865;0.5;259.65869999999995;1368.02;127;76;0.18980621628338765;0.5984251968503937
29;7;5;2;28.9895;77.50999999999999;0.3740098051864276;0.7142857142857143;288.6482;1445.53;134;81;0.1996832995510297;0.6044776119402985
30;6;2;4;-21.1415;65.85;-0.32105542900531514;0.3333333333333333;267.50669999999997;1511.3799999999999;140;83;0.17699499794889437;0.5928571428571429
31;6;4;2;13.014500000000002;63.99;0.20338334114705425;0.6666666666666666;280.52119999999996;1575.37;146;87;0.17806686683128406;0.5958904109589042
32;7;6;1;44.8665;75.15;0.5970259481037924;0.8571428571428571;325.3877;1650.52;153;93;0.1971425368974626;0.6078431372549019
33;7;4;3;-0.5;70.0;-0.007142857142857143;0.5714285714285714;324.8877;1720.52;160;97;0.18883110919954432;0.60625
34;8;5;3;9.102000000000002;80.28999999999999;0.1133640552995392;0.625;333.98969999999997;1800.81;168;102;0.18546637346527395;0.6071428571428571
